id,姓名,性别,年龄,城市,部门,职级,入职日期,离职日期,工作年限,基本工资,绩效奖金,交通补贴,社保缴纳基数,是否缴纳社保,绩效评分,sales_amount,客户满意度,本月出勤天数,是否在职,联系电话,邮箱
EMP1107,杨十九,女,45.54724235618883,上海,销售部,P1,2019-01-30,,5.4,,,427.7507314144775,,True,67.16766026105816,4.0,8.744148861148323,22.0,True,18757830420,zhaoliu377@163.com
EMP1230,张三,男,38.55346306705965,上海,运营部,P4,,,,17867.493160618746,7234.10137340959,563.8320355017818,17110.70737719723,True,69.33029250171981,5.0,7.001689011279875,23.0,True,17344261532,zhaoliu667@company.com
ID-NULL,钱七,男,23.95439872848889,成都,销售部,P5,2017-04-01,,7.2,15040.85398532047,3767.7900517614403,431.17545268743373,7847.412349039717,True,81.56487888774775,9.0,7.350733512886304,21.0,1,19624557080,zhaoliu622@company.com
EMP1221,褚十四,男,29.47925833153269,武汉,财务部,P3,2023-06-06,,1.1,11953.105987163226,3822.181742406816,732.1319777601944,8870.160881591408,True,94.06573858074688,10.0,6.838561487737896,28.0,True,15631855083,wangwu588@qq.com
EMP1176,孙八,女,33.1180241007747,广州,产品部,P4,2021-09-17,,2.8,14387.034585207397,5931.383461955035,487.9758572275207,11341.250421721254,1,70.25136513762016,4.0,7.725721530648549,27.0,True,19560452529,not_an_email
EMP1193,钱七,女,22.0,西安,财务部,P1,2022-05-12,,2.1,17594.36401850442,6029.350687204321,584.1168094040792,19501.053777552454,True,89.60294129920044,7.0,7.014183065017715,27.0,True,18657233178,wangwu783@gmail.com
EMP1241,赵六,男,26.755490680377545,广州,财务部,P1,2024-03-10,,0.3,11250.252098756555,2563.801272396425,357.777837089389,8728.604324993215,True,95.55612385101446,11.0,8.530320424506222,28.0,True,19421214426,zhaoliu336@outlook.com
EMP1055,张三,男,37.62743531616504,成都,财务部,P1,2017-02-05,,7.4,11324.139173349957,1503.566832261003,333.1830287957689,11613.50673418503,True,85.82696872246665,9.0,7.7594784479667664,23.0,True,19108399996,zhangsan221@outlook.com
EMP1147,吴十,男,25.0,广州,技术部,资深,2022-03-15,,9.5,8000.0,2828.026443812395,626.5915665219978,7740.555805796182,True,90.0,4.0,8.196360516402553,18.0,True,13217734861,lisi926@qq.com
EMP1151,郑十一,男,35.55194649483302,上海,财务部,P1,2020-10-04,,3.7,12920.404693879453,4652.66393849893,440.8096644016556,7948.216422548177,True,75.72458677502512,12.0,7.8223741921583665,22.0,True,13630757561,user@
EMP1148,杨十九,男,35.0,广州,技术部,资深,2022-03-15,,9.5,8000.0,2828.026443812395,626.5915665219978,7740.555805796182,True,90.0,4.0,8.196360516402553,18.0,True,13217734861,lisi926@qq.com
UNKNOWN,吴十,女,22.0,深圳,销售部,P3,2021-11-11,,2.6,6905.130397098202,2220.9641533384033,924.2047203064888,8015.933521397876,True,69.66514575752869,6.0,7.384178742891363,26.0,True,138-0013-8000,wangwu75@company.com
EMP1197,陈十三,女,22.49251832031663,深圳,运营部,P2,2022-07-06,2024-04-18,7.0,14519.923361390138,1952.2662567655002,749.956551563538,11983.04050876331,True,72.26295730110375,12.0,,27.0,True,17811443654,zhangsan999@163.com
EMP1068,李四,女,27.052891655365322,上海,财务部,P1,2017-08-05,,6.9,13688.434373959622,1653.6929400389765,645.6015695668054,7537.720842902962,True,-5.0,9.0,8.277037292153706,16.0,False,13484194737,
EMP1210,张三,男,29.213005925880708,深圳,市场部,P3,2023-01-03,,1.5,15594.471358394589,2536.3647583198517,902.8460948955976,12278.555740973012,True,84.84903856499565,5.0,8.96610054639444,24.0,True,18607042130,zhaoliu842@163.com
EMP1232,吴十,男,40.771622421114536,广州,技术部,P4,11/06/2023,,0.6,9969.066787080974,1824.3850613396592,485.9323100656257,9501.074912036676,True,69.84661890162357,8.0,8.753996054890155,,False,18278632824,user548@163.com
EMP1201,朱二十,女,27.631309013720028,成都,财务部,P1,2022-08-31,,1.8,8780.962613525044,941.6040192204337,451.88599356478375,7427.009913886807,True,70.53726978368896,5.0,7.142777860059057,25.0,True,19596043327,user153@company.com
EMP1168,赵六,男,27.818036443997403,成都,运营部,P1,2021-05-28,,3.1,15983.124913510115,6703.025334896275,406.3550839051287,10563.93228572961,True,62.536924208111486,11.0,6.58222590951786,19.0,True,18210152642,user187@outlook.com
EMP1185,赵六,女,26.201217816444455,深圳,市场部,P1,2022-01-20,,2.4,9496.461876394062,3421.477910785779,631.3815757921346,7496.754261726984,True,90.34850537734538,13.0,7.458807280248308,34.0,True,17987588450,lisi52@qq.com
EMP1035,褚十四,女,28.20402363566135,上海,人事部,P2,NULL,,,20742.84665845662,3783.3971930758294,470.8886602927233,,True,79.14583690616074,10.0,8.002958995385024,24.0,True,18162959284,zhangsan730@company.com
EMP1129,周九,男,26.858093321941702,西安,财务部,专家,2019-12-02,,4.6,11341.756121509303,2087.4174407540695,664.280129398352,5875.252954087674,False,74.36086667920999,10.0,6.752595957675284,27.0,True,19155926488,zhangsan895@company.com
